week	st	1st	2nd	3rd
1666	RIO2	AUTF	COYQ	RWSN
1667	RIO2	AUTF	COYQ	RWSN
1668	RIO2	AUTF	COYQ	RWSN
1669	RIO2	AUTF	COYQ	RWSN
1670	RIO2	AUTF	RWSN	ESQU
1671	RIO2	AUTF	RWSN	ESQU
1672	RIO2	AUTF	COYQ	ESQU
1673	RIO2	AUTF	COYQ	ESQU
1674	RIO2	AUTF	COYQ	ESQU
1675	RIO2	AUTF	COYQ	RWSN
1676	RIO2	AUTF	COYQ	RWSN
1677	RIO2	AUTF	UNPA	COYQ
1678	RIO2	AUTF	UNPA	COYQ
1679	RIO2	AUTF	UNPA	COYQ
1680	RIO2	AUTF	UNPA	COYQ
1681	RIO2	AUTF	UNPA	COYQ
1682	RIO2	AUTF	UNPA	RWSN
1683	RIO2	AUTF	UNPA	RWSN
1684	RIO2	AUTF	UNPA	RWSN
1685	RIO2	AUTF	UNPA	ESQU
1686	RIO2	AUTF	UNPA	RWSN
1687	RIO2	AUTF	UNPA	ESQU
1688	RIO2	AUTF	UNPA	RWSN
1689	RIO2	AUTF	UNPA	RWSN
1690	RIO2	AUTF	UNPA	RWSN
1691	RIO2	AUTF	UNPA	RWSN
1692	RIO2	AUTF	UNPA	RWSN
1693	RIO2	AUTF	UNPA	RWSN
1694	RIO2	AUTF	UNPA	RWSN
1695	RIO2	AUTF	UNPA	RWSN
1696	RIO2	AUTF	UNPA	RWSN
1697	RIO2	AUTF	UNPA	RWSN
1698	RIO2	AUTF	UNPA	RWSN
1699	RIO2	AUTF	UNPA	RWSN
1700	RIO2	AUTF	UNPA	RWSN
1701	RIO2	AUTF	UNPA	RWSN
1702	RIO2	AUTF	UNPA	RWSN
1703	RIO2	AUTF	UNPA	RWSN
1704	RIO2	AUTF	UNPA	RWSN
1705	RIO2	AUTF	UNPA	RWSN
1706	RIO2	AUTF	UNPA	RWSN
1707	RIO2	AUTF	UNPA	ESQU
1708	RIO2	AUTF	UNPA	ESQU
1709	RIO2	AUTF	UNPA	RWSN
1710	RIO2	AUTF	UNPA	NESA
1711	RIO2	AUTF	UNPA	NESA
1712	RIO2	AUTF	UNPA	NESA
1713	RIO2	AUTF	UNPA	NESA
1714	RIO2	AUTF	UNPA	NESA
1715	RIO2	AUTF	UNPA	NESA
1716	RIO2	AUTF	UNPA	NESA
1717	RIO2	AUTF	UNPA	NESA
1718	RIO2	AUTF	UNPA	NESA
1719	RIO2	AUTF	UNPA	NESA
1720	RIO2	AUTF	UNPA	NESA
1721	RIO2	AUTF	UNPA	NESA
1722	RIO2	AUTF	UNPA	ESQU
1723	RIO2	AUTF	UNPA	ESQU
1724	RIO2	AUTF	UNPA	ESQU
1725	RIO2	AUTF	UNPA	ESQU
1726	RIO2	AUTF	UNPA	ESQU
1727	RIO2	AUTF	UNPA	ESQU
1728	RIO2	AUTF	UNPA	ESQU
1729	RIO2	AUTF	UNPA	ESQU
1730	RIO2	AUTF	UNPA	ESQU
1731	RIO2	AUTF	UNPA	ESQU
1732	RIO2	AUTF	UNPA	ESQU
1733	RIO2	AUTF	UNPA	ESQU
1734	RIO2	AUTF	UNPA	ESQU
1735	RIO2	AUTF	UNPA	ESQU
1736	RIO2	AUTF	UNPA	ESQU
1737	RIO2	AUTF	UNPA	ESQU
1738	RIO2	AUTF	UNPA	ESQU
1739	RIO2	AUTF	UNPA	ESQU
1740	RIO2	AUTF	UNPA	ESQU
1741	RIO2	AUTF	UNPA	ESQU
1742	RIO2	AUTF	UNPA	ESQU
1743	RIO2	AUTF	UNPA	ESQU
1744	RIO2	AUTF	UNPA	ESQU
1745	RIO2	AUTF	UNPA	ESQU
1746	RIO2	AUTF	UNPA	ESQU
1747	RIO2	AUTF	UNPA	ESQU
1748	RIO2	AUTF	UNPA	ESQU
1749	RIO2	AUTF	UNPA	ESQU
1750	RIO2	AUTF	UNPA	ESQU
1751	RIO2	AUTF	UNPA	ESQU
1752	RIO2	AUTF	UNPA	ESQU
1753	RIO2	AUTF	UNPA	ESQU
1754	RIO2	AUTF	UNPA	ESQU
1755	RIO2	AUTF	UNPA	ESQU
1756	RIO2	AUTF	UNPA	ESQU
1757	RIO2	AUTF	UNPA	ESQU
1758	RIO2	AUTF	UNPA	ESQU
1759	RIO2	AUTF	UNPA	ESQU
1760	RIO2	AUTF	UNPA	ESQU
1761	RIO2	AUTF	UNPA	ESQU
1762	RIO2	AUTF	UNPA	ESQU
1763	RIO2	AUTF	UNPA	ESQU
1764	RIO2	AUTF	UNPA	ESQU
1765	RIO2	AUTF	UNPA	ESQU
1766	RIO2	AUTF	UNPA	ESQU
1767	RIO2	AUTF	UNPA	ESQU
1769	RIO2	AUTF	UNPA	ESQU
1770	RIO2	AUTF	UNPA	ESQU
1771	RIO2	AUTF	UNPA	ESQU
1772	RIO2	AUTF	ESQU	NESA
1773	RIO2	AUTF	ESQU	NESA
1774	RIO2	AUTF	ESQU	NESA
1775	RIO2	AUTF	ESQU	NESA
1776	RIO2	AUTF	ESQU	NESA
1777	RIO2	AUTF	UNPA	ESQU
1778	RIO2	AUTF	UNPA	ESQU
1779	RIO2	AUTF	UNPA	ESQU
1780	RIO2	AUTF	UNPA	ESQU
1781	RIO2	AUTF	UNPA	ESQU
1782	RIO2	AUTF	UNPA	ESQU
1783	RIO2	AUTF	UNPA	ESQU
1784	RIO2	AUTF	UNPA	ESQU
1785	RIO2	AUTF	UNPA	ESQU
1786	RIO2	AUTF	UNPA	ESQU
1787	RIO2	AUTF	UNPA	ESQU
1788	RIO2	AUTF	UNPA	ESQU
1789	RIO2	AUTF	UNPA	ESQU
1790	RIO2	AUTF	UNPA	ESQU
1791	RIO2	AUTF	UNPA	COYQ
1792	RIO2	AUTF	UNPA	COYQ
1793	RIO2	AUTF	UNPA	COYQ
1794	RIO2	AUTF	UNPA	COYQ
1795	RIO2	AUTF	UNPA	COYQ
1796	RIO2	AUTF	UNPA	COYQ
1797	RIO2	AUTF	UNPA	COYQ
1798	RIO2	AUTF	UNPA	COYQ
1799	RIO2	AUTF	UNPA	COYQ
1800	RIO2	AUTF	UNPA	COYQ
1801	RIO2	AUTF	UNPA	COYQ
1802	RIO2	AUTF	UNPA	COYQ
1803	RIO2	AUTF	UNPA	COYQ
1804	RIO2	AUTF	UNPA	COYQ
1805	RIO2	AUTF	UNPA	COYQ
1806	RIO2	AUTF	UNPA	COYQ
1807	RIO2	AUTF	UNPA	COYQ
1808	RIO2	AUTF	UNPA	COYQ
1809	RIO2	AUTF	UNPA	COYQ
1810	RIO2	AUTF	UNPA	COYQ
1811	RIO2	AUTF	UNPA	COYQ
1812	RIO2	AUTF	UNPA	COYQ
1813	RIO2	AUTF	UNPA	COYQ
1814	RIO2	AUTF	UNPA	COYQ
1815	RIO2	AUTF	UNPA	COYQ
1816	RIO2	AUTF	UNPA	COYQ
1817	RIO2	AUTF	UNPA	COYQ
1818	RIO2	AUTF	UNPA	COYQ
1819	RIO2	AUTF	UNPA	COYQ
1820	RIO2	AUTF	UNPA	COYQ
1821	RIO2	AUTF	UNPA	COYQ
1822	RIO2	AUTF	UNPA	COYQ
1823	RIO2	AUTF	UNPA	COYQ
1824	RIO2	AUTF	UNPA	COYQ
1825	RIO2	AUTF	UNPA	COYQ
1826	RIO2	AUTF	UNPA	COYQ
1827	RIO2	AUTF	UNPA	COYQ
1828	RIO2	AUTF	UNPA	COYQ
1830	RIO2	AUTF	UNPA	COYQ
1831	RIO2	AUTF	UNPA	COYQ
1832	RIO2	AUTF	UNPA	COYQ
1833	RIO2	AUTF	UNPA	COYQ
1834	RIO2	AUTF	UNPA	COYQ
1835	RIO2	AUTF	UNPA	COYQ
1836	RIO2	AUTF	UNPA	COYQ
1837	RIO2	AUTF	UNPA	COYQ
1838	RIO2	AUTF	UNPA	COYQ
1839	RIO2	AUTF	UNPA	COYQ
1840	RIO2	AUTF	UNPA	COYQ
1841	RIO2	AUTF	UNPA	COYQ
1842	RIO2	AUTF	UNPA	COYQ
1843	RIO2	AUTF	UNPA	COYQ
1844	RIO2	AUTF	UNPA	COYQ
1845	RIO2	AUTF	UNPA	COYQ
1846	RIO2	AUTF	UNPA	COYQ
1847	RIO2	AUTF	UNPA	COYQ
1848	RIO2	AUTF	UNPA	COYQ
1849	RIO2	AUTF	UNPA	COYQ
1850	RIO2	AUTF	UNPA	COYQ
1851	RIO2	AUTF	UNPA	COYQ
1852	RIO2	AUTF	UNPA	COYQ
1853	RIO2	AUTF	UNPA	COYQ
1854	RIO2	AUTF	UNPA	COYQ
1855	RIO2	AUTF	UNPA	COYQ
1856	RIO2	AUTF	UNPA	COYQ
1858	RIO2	AUTF	UNPA	COYQ
1859	RIO2	AUTF	UNPA	COYQ
1860	RIO2	AUTF	UNPA	COYQ
1861	RIO2	AUTF	UNPA	COYQ
1862	RIO2	AUTF	UNPA	COYQ
1863	RIO2	AUTF	UNPA	COYQ
1864	RIO2	AUTF	UNPA	COYQ
1865	RIO2	AUTF	UNPA	COYQ
1866	RIO2	AUTF	UNPA	COYQ
1867	RIO2	AUTF	UNPA	COYQ
1868	RIO2	AUTF	UNPA	COYQ
1869	RIO2	AUTF	UNPA	COYQ
1870	RIO2	AUTF	UNPA	COYQ
1871	RIO2	AUTF	UNPA	COYQ
1872	RIO2	AUTF	UNPA	COYQ
1873	RIO2	AUTF	UNPA	COYQ
1874	RIO2	AUTF	UNPA	COYQ
1875	RIO2	AUTF	COYQ	RWSN
1876	RIO2	AUTF	COYQ	RWSN
1877	RIO2	AUTF	COYQ	RWSN
1878	RIO2	AUTF	COYQ	RWSN
1880	RIO2	AUTF	COYQ	RWSN
1882	RIO2	AUTF	UNPA	COYQ
1883	RIO2	AUTF	UNPA	COYQ
1884	RIO2	AUTF	UNPA	COYQ
1885	RIO2	AUTF	UNPA	COYQ
1886	RIO2	AUTF	UNPA	COYQ
1887	RIO2	AUTF	UNPA	COYQ
1888	RIO2	AUTF	UNPA	COYQ
1889	RIO2	COYQ	VBCA	LHCL
1890	RIO2	AUTF	UNPA	COYQ
1891	RIO2	AUTF	UNPA	COYQ
1892	RIO2	AUTF	UNPA	COYQ
1893	RIO2	AUTF	UNPA	COYQ
1894	RIO2	AUTF	UNPA	COYQ
1895	RIO2	AUTF	UNPA	COYQ
1896	RIO2	AUTF	UNPA	COYQ
1897	RIO2	AUTF	UNPA	COYQ
1898	RIO2	AUTF	UNPA	COYQ
1899	RIO2	AUTF	UNPA	COYQ
1900	RIO2	AUTF	UNPA	COYQ
1901	RIO2	AUTF	COYQ	RWSN
1902	RIO2	AUTF	UNPA	COYQ
1903	RIO2	AUTF	UNPA	COYQ
1904	RIO2	AUTF	UNPA	COYQ
1905	RIO2	AUTF	UNPA	COYQ
1906	RIO2	AUTF	UNPA	COYQ
1907	RIO2	AUTF	UNPA	COYQ
1908	RIO2	AUTF	UNPA	COYQ
1909	RIO2	AUTF	UNPA	COYQ
1910	RIO2	AUTF	UNPA	COYQ
1911	RIO2	AUTF	UNPA	COYQ
1912	RIO2	AUTF	UNPA	COYQ
1913	RIO2	AUTF	UNPA	COYQ
1914	RIO2	AUTF	UNPA	COYQ
1915	RIO2	AUTF	UNPA	COYQ
1916	RIO2	AUTF	UNPA	COYQ
1917	RIO2	AUTF	UNPA	COYQ
1918	RIO2	AUTF	UNPA	COYQ
1919	RIO2	AUTF	UNPA	COYQ
1920	RIO2	AUTF	UNPA	COYQ
1921	RIO2	AUTF	UNPA	COYQ
1922	RIO2	AUTF	UNPA	COYQ
1923	RIO2	AUTF	UNPA	COYQ
1924	RIO2	AUTF	UNPA	COYQ
1925	RIO2	AUTF	UNPA	COYQ
1926	RIO2	AUTF	UNPA	COYQ
1927	RIO2	AUTF	UNPA	COYQ
1928	RIO2	AUTF	UNPA	COYQ
1929	RIO2	AUTF	UNPA	COYQ
1930	RIO2	AUTF	UNPA	COYQ
1931	RIO2	AUTF	COYQ	RWSN
1932	RIO2	UNPA	COYQ	RWSN
1933	RIO2	UNPA	COYQ	RWSN
1934	RIO2	UNPA	COYQ	RWSN
1935	RIO2	UNPA	COYQ	RWSN
1936	RIO2	UNPA	COYQ	RWSN
1937	RIO2	UNPA	COYQ	RWSN
1938	RIO2	UNPA	COYQ	RWSN
1939	RIO2	UNPA	COYQ	RWSN
1940	RIO2	UNPA	COYQ	RWSN
1941	RIO2	AUTF	UNPA	COYQ
1942	RIO2	AUTF	UNPA	COYQ
1944	RIO2	AUTF	UNPA	COYQ
1945	RIO2	AUTF	UNPA	COYQ
1946	RIO2	AUTF	UNPA	RWSN
1947	RIO2	AUTF	UNPA	RWSN
1948	RIO2	AUTF	UNPA	RWSN
1949	RIO2	AUTF	UNPA	RWSN
1950	RIO2	AUTF	UNPA	RWSN
1951	RIO2	AUTF	UNPA	COYQ
1952	RIO2	AUTF	UNPA	COYQ
1953	RIO2	AUTF	UNPA	COYQ
1954	RIO2	AUTF	UNPA	COYQ
1955	RIO2	AUTF	UNPA	COYQ
1956	RIO2	AUTF	UNPA	COYQ
1957	RIO2	AUTF	UNPA	COYQ
1958	RIO2	AUTF	UNPA	COYQ
1959	RIO2	AUTF	UNPA	COYQ
1960	RIO2	AUTF	UNPA	COYQ
1961	RIO2	AUTF	UNPA	COYQ
1962	RIO2	AUTF	UNPA	COYQ
1963	RIO2	AUTF	UNPA	COYQ
1964	RIO2	AUTF	UNPA	COYQ
1965	RIO2	AUTF	UNPA	COYQ
1966	RIO2	AUTF	UNPA	COYQ
1967	RIO2	COYQ	RWSN	ESQU
1968	RIO2	UNPA	COYQ	RWSN
1969	RIO2	UNPA	COYQ	RWSN
1970	RIO2	UNPA	COYQ	RWSN
1971	RIO2	UNPA	COYQ	RWSN
1972	RIO2	UNPA	COYQ	RWSN
1763	RSAL	EBYP	SVIC	UYPA
1764	RSAL	EBYP	SVIC	UYPA
1765	RSAL	EBYP	SVIC	UYPA
1766	RSAL	EBYP	SVIC	UYPA
1767	RSAL	EBYP	SVIC	UYPA
1769	RSAL	EBYP	SVIC	UYPA
1770	RSAL	EBYP	SVIC	UYPA
1771	RSAL	EBYP	SVIC	UYPA
1772	RSAL	EBYP	SVIC	UYPA
1773	RSAL	EBYP	SVIC	UYPA
1774	RSAL	EBYP	SVIC	UYPA
1775	RSAL	EBYP	SVIC	UYPA
1776	RSAL	EBYP	SVIC	UYPA
1777	RSAL	EBYP	SVIC	UYPA
1778	RSAL	EBYP	SVIC	UYPA
1779	RSAL	EBYP	SVIC	UYPA
1780	RSAL	EBYP	SVIC	UYPA
1781	RSAL	EBYP	SVIC	UYPA
1782	RSAL	EBYP	SVIC	UYPA
1783	RSAL	EBYP	SVIC	UYPA
1784	RSAL	EBYP	SVIC	UYPA
1785	RSAL	EBYP	SVIC	UYPA
1786	RSAL	EBYP	SVIC	UYPA
1787	RSAL	EBYP	SVIC	UYPA
1788	RSAL	EBYP	SVIC	UYPA
1789	RSAL	EBYP	SVIC	UYPA
1790	RSAL	EBYP	SVIC	UYPA
1791	RSAL	EBYP	SVIC	UYPA
1792	RSAL	EBYP	SVIC	UYPA
1793	RSAL	EBYP	SVIC	UYPA
1794	RSAL	EBYP	SVIC	UYPA
1795	RSAL	EBYP	SVIC	UYPA
1796	RSAL	EBYP	SVIC	UYPA
1797	RSAL	EBYP	SVIC	UYPA
1798	RSAL	EBYP	SVIC	UYPA
1799	RSAL	EBYP	SVIC	UYPA
1800	RSAL	EBYP	SVIC	UYPA
1801	RSAL	EBYP	SVIC	UYPA
1802	RSAL	EBYP	SVIC	UYPA
1803	RSAL	EBYP	SVIC	UYPA
1804	RSAL	EBYP	SVIC	UYPA
1805	RSAL	EBYP	SVIC	UYPA
1806	RSAL	EBYP	SVIC	UYPA
1807	RSAL	EBYP	SVIC	UYPA
1808	RSAL	EBYP	SVIC	UYPA
1809	RSAL	EBYP	SVIC	UYPA
1810	RSAL	EBYP	SVIC	UYPA
1811	RSAL	EBYP	SVIC	UYPA
1812	RSAL	EBYP	SVIC	UYPA
1813	RSAL	EBYP	SVIC	UYPA
1814	RSAL	EBYP	SVIC	GUAY
1815	RSAL	EBYP	SVIC	UYPA
1816	RSAL	EBYP	SVIC	UYPA
1817	RSAL	EBYP	SVIC	UYPA
1818	RSAL	EBYP	SVIC	UYPA
1819	RSAL	EBYP	SVIC	UYPA
1820	RSAL	EBYP	SVIC	UYPA
1821	RSAL	EBYP	SVIC	UYPA
1822	RSAL	EBYP	SVIC	UYPA
1823	RSAL	EBYP	SVIC	UYPA
1824	RSAL	RSCL	EBYP	SVIC
1825	RSAL	RSCL	EBYP	UYPA
1826	RSAL	RSCL	EBYP	UYPA
1827	RSAL	RSCL	EBYP	SVIC
1828	RSAL	RSCL	EBYP	SVIC
1830	RSAL	RSCL	EBYP	SVIC
1831	RSAL	RSCL	EBYP	SVIC
1832	RSAL	RSCL	EBYP	SVIC
1833	RSAL	RSCL	EBYP	SVIC
1834	RSAL	RSCL	EBYP	SVIC
1835	RSAL	RSCL	EBYP	SVIC
1836	RSAL	RSCL	EBYP	SVIC
1837	RSAL	RSCL	EBYP	SVIC
1838	RSAL	RSCL	EBYP	SVIC
1839	RSAL	RSCL	EBYP	SVIC
1840	RSAL	RSCL	EBYP	SVIC
1841	RSAL	RSCL	EBYP	SVIC
1842	RSAL	RSCL	EBYP	SVIC
1843	RSAL	RSCL	EBYP	SVIC
1844	RSAL	RSCL	EBYP	SVIC
1845	RSAL	RSCL	EBYP	SVIC
1846	RSAL	RSCL	EBYP	SVIC
1847	RSAL	RSCL	EBYP	SVIC
1848	RSAL	RSCL	EBYP	SVIC
1849	RSAL	RSCL	EBYP	SVIC
1850	RSAL	RSCL	EBYP	SVIC
1851	RSAL	RSCL	EBYP	SVIC
1852	RSAL	RSCL	EBYP	SVIC
1853	RSAL	RSCL	EBYP	SVIC
1854	RSAL	RSCL	EBYP	SVIC
1855	RSAL	RSCL	EBYP	SVIC
1856	RSAL	RSCL	EBYP	SVIC
1858	RSAL	RSCL	EBYP	SVIC
1859	RSAL	RSCL	EBYP	SVIC
1860	RSAL	RSCL	EBYP	SVIC
1861	RSAL	RSCL	EBYP	SVIC
1862	RSAL	RSCL	EBYP	SVIC
1863	RSAL	RSCL	EBYP	SVIC
1864	RSAL	RSCL	EBYP	SVIC
1865	RSAL	RSCL	EBYP	SVIC
1866	RSAL	RSCL	EBYP	SVIC
1867	RSAL	RSCL	EBYP	SVIC
1868	RSAL	RSCL	EBYP	SVIC
1869	RSAL	RSCL	EBYP	SVIC
1870	RSAL	RSCL	UYTD	EBYP
1871	RSAL	RSCL	UYTD	EBYP
1872	RSAL	RSCL	UYTD	EBYP
1873	RSAL	RSCL	UYTD	EBYP
1874	RSAL	RSCL	UYTD	EBYP
1875	RSAL	RSCL	UYTD	EBYP
1876	RSAL	RSCL	UYTD	EBYP
1877	RSAL	RSCL	UYTD	EBYP
1878	RSAL	RSCL	UYTD	EBYP
1880	RSAL	RSCL	UYTD	MECO
1882	RSAL	RSCL	UYTD	MECO
1883	RSAL	RSCL	UYTD	MECO
1884	RSAL	RSCL	UYTD	MECO
1885	RSAL	RSCL	UYTD	MECO
1886	RSAL	RSCL	UYTD	EBYP
1887	RSAL	RSCL	UYTD	EBYP
1888	RSAL	RSCL	UYTD	MECO
1890	RSAL	RSCL	UYTD	MECO
1891	RSAL	RSCL	UYTD	MECO
1892	RSAL	RSCL	UYTD	MECO
1893	RSAL	RSCL	UYTD	MECO
1894	RSAL	RSCL	UYTD	MECO
1895	RSAL	RSCL	UYTD	EBYP
1896	RSAL	RSCL	UYTD	MECO
1897	RSAL	RSCL	UYTD	MECO
1898	RSAL	RSCL	UYTD	MECO
1899	RSAL	RSCL	UYTD	MECO
1900	RSAL	RSCL	UYTD	MECO
1901	RSAL	RSCL	UYTD	MECO
1902	RSAL	RSCL	UYTD	MECO
1903	RSAL	RSCL	UYTD	MECO
1904	RSAL	RSCL	UYTD	EBYP
1905	RSAL	RSCL	UYTD	MECO
1906	RSAL	RSCL	UYTD	EBYP
1907	RSAL	RSCL	UYTD	MECO
1908	RSAL	RSCL	UYTD	MECO
1909	RSAL	RSCL	UYTD	MECO
1910	RSAL	RSCL	UYTD	MECO
1911	RSAL	RSCL	UYTD	MECO
1912	RSAL	RSCL	UYTD	MECO
1913	RSAL	RSCL	UYTD	MECO
1914	RSAL	RSCL	UYTD	EBYP
1915	RSAL	RSCL	UYTD	EBYP
1916	RSAL	RSCL	UYTD	EBYP
1917	RSAL	RSCL	UYTD	EBYP
1918	RSAL	RSCL	UYTD	EBYP
1919	RSAL	RSCL	UYTD	EBYP
1920	RSAL	RSCL	UYTD	EBYP
1921	RSAL	RSCL	UYTD	EBYP
1922	RSAL	RSCL	UYTD	EBYP
1923	RSAL	RSCL	UYTD	EBYP
1924	RSAL	RSCL	UYTD	EBYP
1925	RSAL	RSCL	UYTD	EBYP
1926	RSAL	RSCL	UYTD	EBYP
1927	RSAL	RSCL	UYTD	EBYP
1928	RSAL	RSCL	UYTD	EBYP
1929	RSAL	RSCL	UYTD	UYSA
1930	RSAL	RSCL	UYTD	UYSA
1931	RSAL	RSCL	UYTD	UYSA
1932	RSAL	RSCL	UYTD	UYSA
1933	RSAL	RSCL	UYTD	UYSA
1934	RSAL	RSCL	UYTD	UYSA
1935	RSAL	RSCL	UYTD	UYSA
1936	RSAL	RSCL	UYTD	UYSA
1937	RSAL	RSCL	UYTD	UYSA
1938	RSAL	RSCL	UYTD	UYSA
1939	RSAL	RSCL	UYTD	UYSA
1940	RSAL	RSCL	UYTD	UYSA
1941	RSAL	RSCL	UYTD	UYSA
1942	RSAL	RSCL	UYTD	UYSA
1943	RSAL	RSCL	UYTD	UYSA
1944	RSAL	RSCL	UYTD	UYSA
1945	RSAL	RSCL	UYTD	UYSA
1946	RSAL	RSCL	UYTD	UYSA
1947	RSAL	RSCL	UYTD	UYSA
1948	RSAL	RSCL	UYTD	UYSA
1949	RSAL	RSCL	UYTD	EBYP
1950	RSAL	RSCL	UYTD	EBYP
1951	RSAL	RSCL	UYTD	EBYP
1952	RSAL	RSCL	UYTD	EBYP
1953	RSAL	RSCL	UYTD	EBYP
1954	RSAL	RSCL	UYTD	EBYP
1955	RSAL	RSCL	UYTD	EBYP
1956	RSAL	RSCL	UYTD	EBYP
1957	RSAL	RSCL	UYTD	EBYP
1958	RSAL	RSCL	UYTD	EBYP
1959	RSAL	RSCL	UYTD	EBYP
1960	RSAL	RSCL	UYTD	EBYP
1961	RSAL	RSCL	UYTD	EBYP
1962	RSAL	RSCL	UYTD	EBYP
1963	RSAL	RSCL	UYTD	EBYP
1964	RSAL	RSCL	UYTD	EBYP
1965	RSAL	RSCL	UYTD	EBYP
1966	RSAL	RSCL	UYTD	EBYP
1967	RSAL	RSCL	UYTD	EBYP
1968	RSAL	RSCL	UYTD	EBYP
1969	RSAL	RSCL	UYTD	EBYP
1970	RSAL	RSCL	UYTD	EBYP
1971	RSAL	RSCL	UYTD	EBYP
1972	RSAL	RSCL	UYTD	EBYP
1824	RSCL	SVIC	EBYP	RSAL
1825	RSCL	EBYP	RSAL	PRCV
1826	RSCL	EBYP	RSAL	PRCV
1827	RSCL	SVIC	EBYP	RSAL
1828	RSCL	SVIC	EBYP	RSAL
1830	RSCL	SVIC	EBYP	RSAL
1831	RSCL	SVIC	EBYP	RSAL
1832	RSCL	SVIC	EBYP	RSAL
1833	RSCL	SVIC	EBYP	RSAL
1834	RSCL	SVIC	EBYP	RSAL
1835	RSCL	SVIC	EBYP	RSAL
1836	RSCL	SVIC	EBYP	RSAL
1837	RSCL	SVIC	EBYP	RSAL
1838	RSCL	SVIC	EBYP	RSAL
1839	RSCL	SVIC	EBYP	RSAL
1840	RSCL	SVIC	EBYP	RSAL
1841	RSCL	SVIC	EBYP	RSAL
1842	RSCL	SVIC	EBYP	RSAL
1843	RSCL	SVIC	EBYP	RSAL
1844	RSCL	SVIC	EBYP	RSAL
1845	RSCL	SVIC	EBYP	RSAL
1846	RSCL	SVIC	EBYP	RSAL
1847	RSCL	SVIC	EBYP	RSAL
1848	RSCL	SVIC	EBYP	RSAL
1849	RSCL	SVIC	EBYP	RSAL
1850	RSCL	SVIC	EBYP	RSAL
1851	RSCL	SVIC	EBYP	RSAL
1852	RSCL	SVIC	EBYP	RSAL
1853	RSCL	SVIC	EBYP	RSAL
1854	RSCL	SVIC	EBYP	RSAL
1855	RSCL	SVIC	EBYP	RSAL
1856	RSCL	SVIC	EBYP	RSAL
1858	RSCL	SVIC	EBYP	RSAL
1859	RSCL	SVIC	EBYP	RSAL
1860	RSCL	SVIC	EBYP	RSAL
1861	RSCL	SVIC	EBYP	RSAL
1862	RSCL	SVIC	EBYP	RSAL
1863	RSCL	SVIC	EBYP	RSAL
1864	RSCL	SVIC	EBYP	RSAL
1865	RSCL	SVIC	EBYP	RSAL
1866	RSCL	SVIC	EBYP	RSAL
1867	RSCL	SVIC	EBYP	RSAL
1868	RSCL	SVIC	EBYP	RSAL
1869	RSCL	SVIC	EBYP	RSAL
1870	RSCL	SVIC	EBYP	RSAL
1871	RSCL	SVIC	EBYP	RSAL
1872	RSCL	SVIC	EBYP	RSAL
1873	RSCL	SVIC	EBYP	RSAL
1874	RSCL	SVIC	EBYP	RSAL
1875	RSCL	SVIC	EBYP	RSAL
1876	RSCL	SVIC	EBYP	RSAL
1877	RSCL	EBYP	RSAL	PRCV
1878	RSCL	SVIC	EBYP	RSAL
1880	RSCL	SVIC	EBYP	RSAL
1882	RSCL	SVIC	EBYP	RSAL
1883	RSCL	SVIC	EBYP	RSAL
1884	RSCL	SVIC	EBYP	RSAL
1885	RSCL	SVIC	EBYP	RSAL
1886	RSCL	SVIC	EBYP	RSAL
1887	RSCL	SVIC	EBYP	RSAL
1888	RSCL	SVIC	EBYP	RSAL
1890	RSCL	SVIC	EBYP	RSAL
1891	RSCL	SVIC	EBYP	RSAL
1892	RSCL	SVIC	EBYP	RSAL
1893	RSCL	SVIC	EBYP	RSAL
1894	RSCL	SVIC	EBYP	RSAL
1895	RSCL	SVIC	EBYP	RSAL
1896	RSCL	SVIC	RSAL	MECO
1897	RSCL	SVIC	RSAL	MECO
1898	RSCL	SVIC	RSAL	MECO
1899	RSCL	SVIC	EBYP	RSAL
1900	RSCL	SVIC	EBYP	RSAL
1901	RSCL	SVIC	RSAL	MECO
1902	RSCL	SVIC	EBYP	RSAL
1903	RSCL	SVIC	EBYP	RSAL
1904	RSCL	SVIC	EBYP	RSAL
1905	RSCL	SVIC	EBYP	RSAL
1906	RSCL	SVIC	EBYP	RSAL
1907	RSCL	SVIC	EBYP	RSAL
1908	RSCL	SVIC	EBYP	RSAL
1909	RSCL	SVIC	EBYP	RSAL
1910	RSCL	SVIC	EBYP	RSAL
1911	RSCL	SVIC	EBYP	RSAL
1912	RSCL	SVIC	EBYP	RSAL
1913	RSCL	SVIC	EBYP	RSAL
1914	RSCL	SVIC	EBYP	RSAL
1915	RSCL	SVIC	EBYP	RSAL
1916	RSCL	SVIC	EBYP	RSAL
1917	RSCL	SVIC	EBYP	RSAL
1918	RSCL	SVIC	EBYP	RSAL
1919	RSCL	SVIC	EBYP	RSAL
1920	RSCL	SVIC	EBYP	RSAL
1921	RSCL	SVIC	EBYP	RSAL
1922	RSCL	SVIC	EBYP	RSAL
1923	RSCL	SVIC	EBYP	RSAL
1924	RSCL	SVIC	EBYP	RSAL
1925	RSCL	SVIC	EBYP	RSAL
1926	RSCL	SVIC	EBYP	RSAL
1927	RSCL	SVIC	EBYP	RSAL
1928	RSCL	SVIC	EBYP	RSAL
1929	RSCL	SVIC	RSAL	PRCV
1930	RSCL	SVIC	RSAL	PRCV
1931	RSCL	SVIC	RSAL	PRCV
1932	RSCL	SVIC	RSAL	PRCV
1933	RSCL	SVIC	RSAL	PRCV
